cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,2010,2011,2012,2013,2013/t3,2013/t4,2014,2014/t1,2014/t2,2014/t3,2014/t4,2015,2015/t1,2015/t2,2015/t3,2015/t4,2016,2016/t1,2016/t2,2016/t3,2016/t4,2017,2017/t1,2017/t2,2017/t3,2017/t4,2018,2018/t1,2018/t2,2018/t3,2018/t4,2019,2019/t1,2019/t2,2019/t3,2019/t4,2020,2020/t1,2020/t3,2020/t4,2021,2021/t1,2021/t2,2021/t3,2021/t4,2022,2022/t1,2022/t2,2022/t3,2022/t4,2023,2023/t1,2023/t2,2023/t3,2023/t4,2024,2024/t1,2024/t2,2024/t3,2024/t4,2025,2025/t1,2025/t2,unidad_medida
5,Coahuila de Zaragoza,0,Estatal,6200002238,"Rate of economic units that consider their municipality or delegation as unsafe, per ten thousand economic units",,,7600.34024148357,,,,6109.33497072599,,,,,,,,,,4735.64723689386,,,,,,,,,,3458.52483704843,,,,,,,,,,3848.74974389723,,,,,,,,,2734.92321493342,,,,,,,,,,,,,,,,,,"Cases per 10,000 economic units"
5,Coahuila de Zaragoza,0,Estatal,6200005815,"Rate of people aged 18 years and over that consider their neighborhood or locality as unsafe, per hundred thousand population aged 18 years and over",,34136.2948496268,32505.5866987406,40998.4746776535,,,38804.4803852294,,,,,33906.5251623604,,,,,29086.7402464013,,,,,27926.2637105589,,,,,31929.5847231471,,,,,31713.7233487721,,,,,28352.8722232268,,,,29762.1303447775,,,,,30027.0160580941,,,,,29155.4731240751,,,,,28930.8060383778,,,,,27893.2624757942,,,"Cases per 100,000 inhabitants"
5,Coahuila de Zaragoza,0,Estatal,6200005816,"Rate of people aged 18 years and over that consider their municipality or delegation as unsafe, per hundred thousand population aged 18 years and over",,58407.4386786473,68500.3145960195,71713.8411362193,,,65189.8667922849,,,,,61661.8370091531,,,,,48178.8658684479,,,,,44556.748118024,,,,,49791.9557528268,,,,,46998.9635175141,,,,,44740.1462306679,,,,42817.7863422129,,,,,41091.4940350425,,,,,36885.6384486448,,,,,31455.9823235987,,,,,35259.5220040651,,,"Cases per 100,000 inhabitants"
5,Coahuila de Zaragoza,0,Estatal,6200028554,Percentage of people aged 18 years and over who considers unsafe their city,,64.5772582955456,74.6365220456317,81.9856411956767,,,78.4950930360367,,,,,74.9209292405998,,,,,55.8875007267197,,,,,56.420148361157,,,,,64.0448691056982,,,,,57.0868428969827,,,,,53.0343312467056,,,,53.3674087674392,,,,,50.351069407406,,,,,44.1327504089,,,,,37.58041713,,,,,37.7213201395,,,Percentage
5,Coahuila de Zaragoza,0,Estatal,6200035290,Percentage of women aged 18 years and over who reports feeling unsafe in public transportation and public spaces,,82.8845188373906,84.8764487160208,83.4805721498978,,,80.6259758583156,,,,,80.9328437128849,,,,,70.142967584794,,,,,69.1097343485585,,,,,69.6293501977269,,,,,69.6937197743818,,,,,64.0182167019193,,,,66.2619467055441,,,,,63.173776187648,,,,,61.7709324541,,,,,59.1852366745,,,,,58.3369010834,,,Percentage
5,Coahuila de Zaragoza,0,Estatal,6200035292,Percentage of men aged 18 years and over who reports feeling unsafe in public transport and spaces,,73.1226257242052,78.5001345055959,77.3980963285396,,,74.4114477416097,,,,,73.7346985025758,,,,,61.9429742010205,,,,,59.2735193103889,,,,,58.3376964037458,,,,,55.4726576140147,,,,,52.2285741823943,,,,51.1612580524072,,,,,46.6423993208036,,,,,43.028529806,,,,,41.8700253806,,,,,41.3600891862,,,Percentage
5,Coahuila de Zaragoza,0,Estatal,6200112676,Perception of absence of corruption in the judicial system.,,33.5852589554465,36.6762742978709,46.3874723456196,,,36.5214380018613,,,,,47.3958973342583,,,,,34.3068902318209,,,,,35.6074667791605,,,,,38.69313840837,,,,,38.5093970618284,,,,,38.5205637607284,,,,37.7810379607555,,,,,30.2244308097967,,,,,32.99200701,,,,,43.3149283693411,,,,,34.4763496334,,,Percentage
5,Coahuila de Zaragoza,0,Estatal,6200118580,Perception of confidence in the police,,55.21153409,49.68913235,55.13157859,,,59.30049142,,,,,54.70391683,,,,,59.98604171,,,,,55.3495578949926,,,,,57.0013291038296,,,,,60.393522812369,,,,,61.7128624472945,,,,64.3366955385042,,,,,60.9057861254165,,,,,57.2587552558,,,,,69.7926536013676,,,,,65.1596366664,,,Percentage
5,Coahuila de Zaragoza,0,Estatal,6200118581,Perception of insecurity.,,34.1362948496268,32.5055866987406,40.9984746776535,,,38.8044803852294,,,,,33.9065251623604,,,,,29.08674025,,,,,27.9262637105589,,,,,31.9295847231471,,,,,31.7137233487721,,,,,28.3528722232268,,,,29.7621303447775,,,,,30.0270160580941,,,,,29.1554731241,,,,,28.9308060383778,,,,,27.8932624758,,,Percentage
5,Coahuila de Zaragoza,0,Estatal,6204327034,"Population aged 18 years and over, men",,917385.0,936764.0,911817.0,,,887092.0,,,,,886923.0,,,,,955813.0,,,,,986179.0,,,,,953075.0,,,,,,,,,,,,,,,,,,,1106013.0,,,,,1143611.0,,,,,1135514.0,,,,,1104207.0,,,People
5,Coahuila de Zaragoza,0,Estatal,6204327035,"Population aged 18 years and over, women",,936170.0,924353.0,1042524.0,,,1023458.0,,,,,1044891.0,,,,,1005053.0,,,,,1053034.0,,,,,1092163.0,,,,,,,,,,,,,,,,,,,1190399.0,,,,,1220103.0,,,,,1255923.0,,,,,1289328.0,,,People
5,Coahuila de Zaragoza,0,Estatal,6204327053,"Population aged 18 years and over who considers their colony or locality unsafe, men",,272013.0,280155.0,352142.0,,,318032.0,,,,,284159.0,,,,,253840.0,,,,,255265.0,,,,,268870.0,,,,,282380.0,,,,,81769.0,,,,285741.0,,,,,268162.0,,,,,283883.0,,,,,269387.0,,,,,248649.0,,,People
5,Coahuila de Zaragoza,0,Estatal,6204327054,"Population aged 18 years and over who considers their colony or locality to be unsafe, women",,360722.0,324812.0,449108.0,,,423347.0,,,,,370852.0,,,,,316512.0,,,,,314211.0,,,,,384166.0,,,,,390152.0,,,,,139306.0,,,,381784.0,,,,,421382.0,,,,,405269.0,,,,,422475.0,,,,,418986.0,,,People
5,Coahuila de Zaragoza,0,Estatal,6204327055,"Population aged 18 years and over who considers their state to be unsafe, men",,541640.0,681144.0,730435.0,,,653486.0,,,,,635938.0,,,,,462173.0,,,,,510478.0,,,,,544375.0,,,,,520207.0,,,,,154973.0,,,,502570.0,,,,,475574.0,,,,,414946.0,,,,,329479.0,,,,,328475.0,,,People
5,Coahuila de Zaragoza,0,Estatal,6204327056,"Population aged 18 years and over who consider their state unsafe, women",,655335.0,707929.0,871844.0,,,846202.0,,,,,811395.0,,,,,633706.0,,,,,640049.0,,,,,765495.0,,,,,690396.0,,,,,258550.0,,,,694390.0,,,,,680694.0,,,,,628226.0,,,,,569233.0,,,,,574398.0,,,People
5,Coahuila de Zaragoza,0,Estatal,6204327061,"Population aged 18 years and over who considers their municipality or delegation to be unsafe, men",,455552.0,608307.0,616281.0,,,532248.0,,,,,504083.0,,,,,399385.0,,,,,404665.0,,,,,413481.0,,,,,406234.0,,,,,115236.0,,,,396734.0,,,,,368847.0,,,,,336172.0,,,,,260375.0,,,,,320377.0,,,People
5,Coahuila de Zaragoza,0,Estatal,6204327062,"Population aged 18 years and over who considers their municipality or delegation to be unsafe, women",,627062.0,666564.0,785252.0,,,713237.0,,,,,687109.0,,,,,545338.0,,,,,503942.0,,,,,604883.0,,,,,590442.0,,,,,233615.0,,,,563612.0,,,,,574783.0,,,,,535699.0,,,,,491875.0,,,,,523572.0,,,People
5,Coahuila de Zaragoza,0,Estatal,6204327082,"Rate of people aged 18 years and over who consider their colony or locality to be unsafe, per every one hundred thousand inhabitants aged 18 years and over, men",,29650.90992331464,29906.6787365868,38619.8107734337,,,35851.072943956206,,,,,32038.745189830457,,,,,26557.496079254,,,,,25884.2461662639,,,,,28210.7913857776,,,,,27775.6739078046,,,,,24628.7717691849,,,,27017.7940115525,,,,,24245.8271286142,,,,,24823.3883724448,,,,,23723.793806153,,,,,22518.332160546,,,"Cases per 100,000 inhabitants"
5,Coahuila de Zaragoza,0,Estatal,6204327083,"Rate of people aged 18 years and over who consider their colony or locality to be unsafe, per every one hundred thousand inhabitants aged 18 years and over, women",,38531.67693901748,35139.38938911866,43078.912331994274,,,41364.37450291072,,,,,35491.9316943107,,,,,31492.0705674228,,,,,29838.63768881157,,,,,35174.7861811836,,,,,35340.2071940934,,,,,31114.466375265,,,,32210.8829762821,,,,,35398.3832311687,,,,,33215.9661930181,,,,,33638.6068254184,,,,,32496.4632738915,,,"Cases per 100,000 inhabitants"
5,Coahuila de Zaragoza,0,Estatal,6204327084,"Rate of people aged 18 years and over who consider their state to be unsafe, per every one hundred thousand inhabitants aged 18 years and over, men",,59041.73275124402,72712.44411612744,80107.63124618208,,,73666.09100296248,,,,,71701.60205564632,,,,,48353.9144163137,,,,,51763.21945610279,,,,,57117.7504393673,,,,,51168.9921260617,,,,,46677.7708836587,,,,47519.7214833922,,,,,42998.9520918832,,,,,36283.8412712015,,,,,29015.8465681621,,,,,29747.5926162395,,,"Cases per 100,000 inhabitants"
5,Coahuila de Zaragoza,0,Estatal,6204327085,"Rate of people aged 18 years and over who consider their state insecure, per every one hundred thousand inhabitants aged 18 and over, women",,70001.70909129753,76586.43397057184,83628.1946506747,,,82680.67668629294,,,,,77653.55429417996,,,,,63051.9982528285,,,,,60781.41826379775,,,,,70089.8126012326,,,,,62536.4926643291,,,,,57748.0171803422,,,,58585.260330188,,,,,57182.0036811187,,,,,51489.5873545102,,,,,45323.877339614,,,,,44550.1842820446,,,"Cases per 100,000 inhabitants"
5,Coahuila de Zaragoza,0,Estatal,6204327086,"Rate of people aged 18 years and over who consider their municipality or delegation to be unsafe, per every one hundred thousand inhabitants aged 18 years and over, men",,49657.66826359707,64937.05992117545,67588.2331652075,,,59999.18835926826,,,,,56835.035284912,,,,,41784.8470359788,,,,,41033.62574137149,,,,,43383.8889908979,,,,,39958.2941931548,,,,,34709.0112829286,,,,37512.5637881133,,,,,33349.246347014,,,,,29395.6598878465,,,,,22930.1444103727,,,,,29014.2156316705,,,"Cases per 100,000 inhabitants"
5,Coahuila de Zaragoza,0,Estatal,6204327087,"Rate of people aged 18 years and over who consider their municipality or delegation to be unsafe, per every one hundred thousand inhabitants aged 18 years and over, women",,66981.63795037226,72111.41198221891,75322.19881748526,,,69688.93691778264,,,,,65758.91648028359,,,,,54259.6261092699,,,,,47856.19457681328,,,,,55383.9490991729,,,,,53482.5981055971,,,,,52178.7005746882,,,,47551.6003185788,,,,,48284.9027930971,,,,,43906.0472763365,,,,,39164.4232966511,,,,,40608.1307471799,,,"Cases per 100,000 inhabitants"
5,Coahuila de Zaragoza,0,Estatal,6204409462,Perception of insecurity of the population aged 18 years and over in transport and in public spaces,,78.05303862,81.66703114,80.64273328,,,77.74049358,,,,,77.6280739243012,,,,,66.14592736,,,,,64.3528655417556,,,,,64.3674721474958,,,,,62.8760549911017,,,,,58.9982134772811,,,,59.1413579137773,,,,,55.2118261008913,,,,,52.70299199,,,,,50.9635420042426,,,,,50.50500619,,,Percentage
5,Coahuila de Zaragoza,0,Estatal,6204409463,"Population aged 18 years and over that manifests feelings of insecurity on the street, public transport, park or recreation center",,1446756.0,1519919.0,1576034.0,,,1485271.0,,,,,1499630.0,,,,,1297033.0,,,,,1312292.0,,,,,1316468.0,,,,,1333371.0,,,,,460025.0,,,,1326462.0,,,,,1267891.0,,,,,1245748.0,,,,,1218761.0,,,,,1208855.0,,,People
5,Coahuila de Zaragoza,0,Estatal,6204409464,"Population aged 18 years and over that manifests feelings of insecurity on the street, public transport, park or recreation center, men",,670816.0,735361.0,705729.0,,,660098.0,,,,,653970.0,,,,,592059.0,,,,,584543.0,,,,,556002.0,,,,,563960.0,,,,,173402.0,,,,541083.0,,,,,515871.0,,,,,492079.0,,,,,475440.0,,,,,456701.0,,,People
5,Coahuila de Zaragoza,0,Estatal,6204409465,"Population aged 18 years and over that manifests feelings of insecurity on the street, public transport, park or recreation center, women",,775940.0,784558.0,870305.0,,,825173.0,,,,,845660.0,,,,,704974.0,,,,,727749.0,,,,,760466.0,,,,,769411.0,,,,,286623.0,,,,785379.0,,,,,752020.0,,,,,753669.0,,,,,743321.0,,,,,752154.0,,,People
5,Coahuila de Zaragoza,0,Estatal,6204451764,"Perception of insecurity of the population aged 18 and over in transport and in public spaces, men",,73.12262572,78.50013451,77.3980963285396,,,74.41144774,,,,,73.7346985,,,,,61.9429742,,,,,59.2735193103889,,,,,58.3376964037458,,,,,55.4726576140147,,,,,52.2285741823943,,,,51.1612580524072,,,,,46.6423993208036,,,,,43.02852981,,,,,41.8700253805765,,,,,41.36008919,,,Percentage
5,Coahuila de Zaragoza,0,Estatal,6204451765,"Perception of insecurity of the population aged 18 and over in transport and in public spaces, women",,82.88451884,84.87644872,83.48057215,,,80.62597586,,,,,80.93284371,,,,,70.14296758,,,,,69.1097343485585,,,,,69.6293501977269,,,,,69.6937197743818,,,,,64.0182167019193,,,,66.2619467055441,,,,,63.173776187648,,,,,61.77093245,,,,,59.1852366745414,,,,,58.33690108,,,Percentage
5,Coahuila de Zaragoza,0,Estatal,6207020209,Population aged 18 years and over who believes may be the victim of a theft or assault on the street or on the public transport,,1057088.0,1254065.0,1427119.0,,,1289982.0,,,,,1260849.0,,,,,1149004.0,,,,,1166954.0,,,,,1371584.0,,,,,1319373.0,,,,,465077.0,,,,1380515.0,,,,,1359951.0,,,,,1300965.0,,,,,1231605.0,,,,,1266359.0,,,People
5,Coahuila de Zaragoza,0,Estatal,6207020211,"Population aged 18 years and over who believes that may be the victim of theft or assault on the street or on the public transport, men",,509865.0,644517.0,656592.0,,,594344.0,,,,,575226.0,,,,,561164.0,,,,,542285.0,,,,,614963.0,,,,,609836.0,,,,,188060.0,,,,628104.0,,,,,626232.0,,,,,569511.0,,,,,526727.0,,,,,526684.0,,,People
5,Coahuila de Zaragoza,0,Estatal,6207020212,"Population aged 18 years and over who believes that may be the victim of theft or assault on the street or on the public transport, women",,547223.0,609548.0,770527.0,,,695638.0,,,,,685623.0,,,,,587840.0,,,,,624669.0,,,,,756621.0,,,,,709537.0,,,,,277017.0,,,,752411.0,,,,,733719.0,,,,,731454.0,,,,,704878.0,,,,,739675.0,,,People
5,Coahuila de Zaragoza,0,Estatal,6207020214,Percentage of population aged 18 years and over who believes that they could be victims of theft or assault on the street or on public transport.,,57.030301231957,67.3823838049945,73.0230292461756,,,67.5188819973306,,,,,65.2676189322574,,,,,58.5967628588593,,,,,57.22570423001423,,,,,67.0623174417843,,,,,62.2159693751963,,,,,59.6461325566512,,,,61.5513536915029,,,,,59.2206886220765,,,,,55.039019103,,,,,51.5006249381,,,,,52.9074778518,,,Percentage
5,Coahuila de Zaragoza,0,Estatal,6207020216,"Percentage of population aged 18 years and over who believes that they could be victims of theft or assault on the street or on public transport, men.",,55.578083356497,68.8024945450508,72.0091860537805,,,66.9991387590013,,,,,64.8563629537175,,,,,58.710647375585,,,,,54.98849600326107,,,,,64.5240930671773,,,,,59.985147224449,,,,,56.6435546345548,,,,59.3893928061853,,,,,56.6206726322385,,,,,49.7993635948,,,,,46.3866583767,,,,,47.6979406941,,,Percentage
5,Coahuila de Zaragoza,0,Estatal,6207020217,"Percentage of population aged 18 years and over who believes that they could be victims of theft or assault on the street or on public transport, women.",,58.4533791939498,65.9432056800811,73.9097613100514,,,67.9693744149735,,,,,65.6167006893542,,,,,58.4884578226223,,,,,59.3208766288648,,,,,69.2772965207574,,,,,64.2702961714292,,,,,61.8726841046098,,,,63.4804566746311,,,,,61.6363925036899,,,,,59.9501845336,,,,,56.124300614,,,,,57.3690325503,,,Percentage
5,Coahuila de Zaragoza,0,Estatal,6207046244,Perception of confidence in judges.,,,,,,,,,,,,,,,,,59.1849118288092,,,,,59.6870385994516,,,,,63.8916659475546,,,,,65.2189867769767,,,,,74.2511872086438,,,,71.1115768515365,,,,,66.1645961158156,,,,,64.9875583466,,,,,69.9067099202886,,,,,64.1374730532,,,Percentage
5,Coahuila de Zaragoza,0,Estatal,6300000161,Population aged 18 years and older who considers unsafe their colony or locality.,,632735.0,604967.0,801250.0,,,741379.0,,,,,655011.0,,,,,570352.0,,,,,569476.0,,,,,653036.0,,,,,672532.0,,,,,221075.0,,,,667525.0,,,,,689544.0,,,,,689152.0,,,,,691862.0,,,,,667635.0,,,People
5,Coahuila de Zaragoza,0,Estatal,6300000164,Population aged 18 years and over who considers their municipality or delegation insecure.,,1082614.0,1274871.0,1401533.0,,,1245485.0,,,,,1191192.0,,,,,944723.0,,,,,908607.0,,,,,1018364.0,,,,,996676.0,,,,,348851.0,,,,960346.0,,,,,943630.0,,,,,871871.0,,,,,752250.0,,,,,843949.0,,,People
5,Coahuila de Zaragoza,0,Estatal,6300000168,People aged 18 years and over that can identify the Federal Police,,1344160.0,1413090.0,1436992.0,,,1383823.0,,,,,1274614.0,,,,,1429103.0,,,,,1285466.0,,,,,1393404.0,,,,,1435974.0,,,,,518308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,People
5,Coahuila de Zaragoza,0,Estatal,6300000169,Population aged 18 years and over who considers insecure its state.,,1196975.0,1389073.0,1602279.0,,,1499688.0,,,,,1447333.0,,,,,1095879.0,,,,,1150527.0,,,,,1309870.0,,,,,1210603.0,,,,,413523.0,,,,1196960.0,,,,,1156268.0,,,,,1043172.0,,,,,898712.0,,,,,902873.0,,,People
5,Coahuila de Zaragoza,0,Estatal,6300000173,"People aged 18 years and over that can identify the state police, total.",,1380534.0,1446918.0,1466196.0,,,1406130.0,,,,,1363502.0,,,,,1474393.0,,,,,1317221.0,,,,,1410725.0,,,,,1455570.0,,,,,500659.0,,,,1493266.0,,,,,1439236.0,,,,,1642699.0,,,,,1553632.0,,,,,1603485.0,,,People
6,Colima,0,Estatal,6200002198,"Rate of people aged 18 and older who considered unsafe their state, for every hundred thousand inhabitants of 18 years and over",,65825.6729488414,70792.3825809346,71130.5435131333,,,56871.1143724903,,,,,56535.4743700954,,,,,72023.9366118663,,,,,74454.68595723715,,,,,80496.8321635052,,,,,77829.1838273048,,,,,73329.384956685,,,,72480.9469243092,,,,,85756.3909884278,,,,,80909.9540678507,,,,,79712.1623951375,,,,,81171.2745126691,,,"Cases per 100,000 inhabitants"
6,Colima,0,Estatal,6200002235,"Rate of economic units that consider their neighborhood or locality as unsafe, per ten thousand economic units",,,5023.24701028934,,,,3904.11502936786,,,,,,,,,,4100.20120973765,,,,,,,,,,4553.46996179291,,,,,,,,,,4188.96090338997,,,,,,,,,4765.91932767694,,,,,,,,,,,,,,,,,,"Cases per 10,000 economic units"
6,Colima,0,Estatal,6200002237,"Rate of economic units that consider their state as unsafe, per ten thousand economic units",,,7773.1837186842,,,,5335.90425308478,,,,,,,,,,7490.36534278879,,,,,,,,,,7820.8668408365,,,,,,,,,,7117.98248047183,,,,,,,,,8210.33704531156,,,,,,,,,,,,,,,,,,"Cases per 10,000 economic units"
6,Colima,0,Estatal,6200002238,"Rate of economic units that consider their municipality or delegation as unsafe, per ten thousand economic units",,,7424.91975041693,,,,4938.1199625401,,,,,,,,,,6703.99298364663,,,,,,,,,,7253.60928429676,,,,,,,,,,6694.22187796497,,,,,,,,,6640.34560481905,,,,,,,,,,,,,,,,,,"Cases per 10,000 economic units"
6,Colima,0,Estatal,6200005815,"Rate of people aged 18 years and over that consider their neighborhood or locality as unsafe, per hundred thousand population aged 18 years and over",,26854.8681358779,33256.8193927039,35112.4126981515,,,33084.0416641187,,,,,32800.6294002542,,,,,45153.3698669134,,,,,45064.6023677591,,,,,49460.765519362,,,,,50178.4342214988,,,,,42551.6216785954,,,,39722.5550655852,,,,,41160.3577017825,,,,,35886.8128133529,,,,,34719.1501692839,,,,,39287.8539907064,,,"Cases per 100,000 inhabitants"
6,Colima,0,Estatal,6200005816,"Rate of people aged 18 years and over that consider their municipality or delegation as unsafe, per hundred thousand population aged 18 years and over",,50110.3447063116,57944.358220019,59680.3251042686,,,49986.5468109827,,,,,47398.8824110871,,,,,65832.9972560277,,,,,69000.8718865662,,,,,73242.3157662976,,,,,72185.0180801206,,,,,63428.1612945322,,,,68291.9807908358,,,,,74356.2445330319,,,,,70653.175484635,,,,,70763.226334188,,,,,74393.5762924862,,,"Cases per 100,000 inhabitants"
6,Colima,0,Estatal,6200028554,Percentage of people aged 18 years and over who considers unsafe their city,,65.8256729488414,70.7923825809346,71.1305435131333,,,56.8711143724903,,,,,56.5354743700954,,,,,72.0239366118663,,,,,74.4546859572371,,,,,80.4968321635052,,,,,77.8291838273048,,,,,73.329384956685,,,,72.4809469243092,,,,,85.7563909884278,,,,,80.9099540679,,,,,79.7121623951,,,,,81.1712745127,,,Percentage
6,Colima,0,Estatal,6200035290,Percentage of women aged 18 years and over who reports feeling unsafe in public transportation and public spaces,,72.22044096521,74.6231406608765,75.3735806312354,,,68.7616429642419,,,,,69.3977559310772,,,,,78.3730457074328,,,,,80.3254192262992,,,,,82.8948601330556,,,,,82.9442772406576,,,,,80.2611395178963,,,,81.5778995605684,,,,,84.8772070570498,,,,,81.8846392056,,,,,78.03407857,,,,,83.0790821504,,,Percentage
6,Colima,0,Estatal,6200035292,Percentage of men aged 18 years and over who reports feeling unsafe in public transport and spaces,,61.7330049398695,65.3234358430541,67.1155697204338,,,56.7047270864793,,,,,53.2360917369192,,,,,69.2992576136417,,,,,66.1428776820223,,,,,72.0679284625872,,,,,71.8648028343158,,,,,63.1400610802737,,,,68.040914309571,,,,,76.7066144005325,,,,,69.8175902153,,,,,66.0409768051,,,,,69.0674549852,,,Percentage
6,Colima,0,Estatal,6200112676,Perception of absence of corruption in the judicial system.,,43.6001104667219,40.5143200530304,32.9339413538752,,,38.9605054138441,,,,,36.4434922335297,,,,,37.7027370042626,,,,,37.7005087171188,,,,,32.710191039314,,,,,33.1249718936907,,,,,32.224008282476,,,,36.1973952441732,,,,,34.2649902537141,,,,,36.1105591543,,,,,34.6604256207695,,,,,31.5557604631,,,Percentage
6,Colima,0,Estatal,6200118580,Perception of confidence in the police,,58.83951963,56.77313921,59.69478418,,,65.05547872,,,,,59.96598914,,,,,62.18746201,,,,,60.3785674572603,,,,,60.4600707198339,,,,,59.571532982231,,,,,64.8332251784555,,,,63.3746523059096,,,,,57.0220930095693,,,,,59.8788686878,,,,,57.4275113020698,,,,,56.5239164455,,,Percentage
6,Colima,0,Estatal,6200118581,Perception of insecurity.,,26.8548681358779,33.2568193927039,35.1124126981515,,,33.0840416641187,,,,,32.8006294002542,,,,,45.15336987,,,,,45.0646023677591,,,,,49.460765519362,,,,,50.1784342214988,,,,,42.5516216785954,,,,39.7225550655852,,,,,41.1603577017825,,,,,35.8868128134,,,,,34.7191501692839,,,,,39.2878539907,,,Percentage
6,Colima,0,Estatal,6204327034,"Population aged 18 years and over, men",,214783.0,224434.0,233755.0,,,226482.0,,,,,230834.0,,,,,233167.0,,,,,236482.0,,,,,249380.0,,,,,,,,,,,,,,,,,,,258421.0,,,,,275369.0,,,,,257902.0,,,,,256749.0,,,People
6,Colima,0,Estatal,6204327035,"Population aged 18 years and over, women",,240155.0,250425.0,252489.0,,,264108.0,,,,,264876.0,,,,,272669.0,,,,,283081.0,,,,,277478.0,,,,,,,,,,,,,,,,,,,289186.0,,,,,295473.0,,,,,287336.0,,,,,290723.0,,,People
6,Colima,0,Estatal,6204327053,"Population aged 18 years and over who considers their colony or locality unsafe, men",,49526.0,65842.0,76654.0,,,68212.0,,,,,65155.0,,,,,93356.0,,,,,93762.0,,,,,112179.0,,,,,119852.0,,,,,33628.0,,,,87429.0,,,,,102398.0,,,,,84359.0,,,,,82891.0,,,,,89428.0,,,People
6,Colima,0,Estatal,6204327054,"Population aged 18 years and over who considers their colony or locality to be unsafe, women",,72647.0,92081.0,94078.0,,,94095.0,,,,,97441.0,,,,,135046.0,,,,,140377.0,,,,,148409.0,,,,,155739.0,,,,,51151.0,,,,125068.0,,,,,122999.0,,,,,120498.0,,,,,106411.0,,,,,125662.0,,,People
6,Colima,0,Estatal,6204327055,"Population aged 18 years and over who considers their state to be unsafe, men",,132144.0,147015.0,156866.0,,,119517.0,,,,,114864.0,,,,,159507.0,,,,,164406.0,,,,,191383.0,,,,,194855.0,,,,,61207.0,,,,174470.0,,,,,214345.0,,,,,213569.0,,,,,197350.0,,,,,194384.0,,,People
6,Colima,0,Estatal,6204327056,"Population aged 18 years and over who consider their state unsafe, women",,167322.0,189149.0,189002.0,,,159487.0,,,,,165388.0,,,,,204816.0,,,,,222433.0,,,,,232721.0,,,,,232600.0,,,,,84893.0,,,,213269.0,,,,,255263.0,,,,,248299.0,,,,,237271.0,,,,,250006.0,,,People
6,Colima,0,Estatal,6204327061,"Population aged 18 years and over who considers their municipality or delegation to be unsafe, men",,94042.0,118331.0,130571.0,,,101416.0,,,,,95082.0,,,,,145378.0,,,,,148996.0,,,,,168188.0,,,,,176103.0,,,,,51442.0,,,,164199.0,,,,,183518.0,,,,,178628.0,,,,,173758.0,,,,,174873.0,,,People
6,Colima,0,Estatal,6204327062,"Population aged 18 years and over who considers their municipality or delegation to be unsafe, women",,133929.0,156823.0,159621.0,,,143813.0,,,,,139879.0,,,,,187629.0,,,,,209507.0,,,,,217695.0,,,,,220353.0,,,,,74931.0,,,,201131.0,,,,,223662.0,,,,,224690.0,,,,,212070.0,,,,,232411.0,,,People
6,Colima,0,Estatal,6204327082,"Rate of people aged 18 years and over who consider their colony or locality to be unsafe, per every one hundred thousand inhabitants aged 18 years and over, men",,23058.62195797619,29336.90973738382,32792.45363735535,,,30118.06677793379,,,,,28225.911260906105,,,,,40038.2558423791,,,,,39648.6836207407,,,,,44983.1582324164,,,,,45317.291368117,,,,,37481.8876925478,,,,33797.2143942293,,,,,39624.4887218918,,,,,30634.8935428461,,,,,32140.5029817528,,,,,34830.9048915478,,,"Cases per 100,000 inhabitants"
6,Colima,0,Estatal,6204327083,"Rate of people aged 18 years and over who consider their colony or locality to be unsafe, per every one hundred thousand inhabitants aged 18 years and over, women",,30250.046844746103,36769.89118498553,37260.23707963515,,,35627.47058021719,,,,,36787.4024071641,,,,,49527.4490316098,,,,,49588.986897743045,,,,,53484.9609698787,,,,,54693.4317591985,,,,,46704.711468225,,,,45270.8621401113,,,,,42532.8335396596,,,,,40781.3911931039,,,,,37033.6470195172,,,,,43223.9623284019,,,"Cases per 100,000 inhabitants"
6,Colima,0,Estatal,6204327084,"Rate of people aged 18 years and over who consider their state to be unsafe, per every one hundred thousand inhabitants aged 18 years and over, men",,61524.42232392694,65504.78091554756,67107.0137537165,,,52771.0811455215,,,,,49760.43390488403,,,,,68408.9086362993,,,,,69521.57035207753,,,,,76743.5239393696,,,,,73676.7080193441,,,,,68221.5385987204,,,,67444.4405787689,,,,,82944.1105792486,,,,,77557.3866339348,,,,,76521.314297679,,,,,75709.7398626674,,,"Cases per 100,000 inhabitants"
6,Colima,0,Estatal,6204327085,"Rate of people aged 18 years and over who consider their state insecure, per every one hundred thousand inhabitants aged 18 and over, women",,69672.50317503279,75531.19696515924,74855.53826107277,,,60387.03863570964,,,,,62439.78314381069,,,,,75115.2496250032,,,,,78575.7433384791,,,,,83870.0725823309,,,,,81685.976070153,,,,,77513.696128561,,,,77196.9768266815,,,,,88269.4874578991,,,,,84034.4126197656,,,,,82576.1477851714,,,,,85994.572152874,,,"Cases per 100,000 inhabitants"
